Title,DOI,Citations
DocRED: A Large-Scale Document-Level Relation Extraction Dataset,10.18653/v1/P19-1074,160
Matching the Blanks: Distributional Similarity for Relation Learning,10.18653/v1/P19-1279,158
Latent Retrieval for Weakly Supervised Open Domain Question Answering,10.18653/v1/P19-1612,157
Exploring Pre-trained Language Models for Event Extraction and Generation,10.18653/v1/P19-1522,152
Entity-Relation Extraction as Multi-Turn Question Answering,10.18653/v1/P19-1129,147
Neural News Recommendation with Long- and Short-term User Representations,10.18653/v1/P19-1033,146
Racial Bias in Hate Speech and Abusive Language Detection Datasets,10.18653/v1/W19-3504,136
Multi-Channel Graph Neural Network for Entity Alignment,10.18653/v1/P19-1140,135
HIBERT: Document Level Pre-training of Hierarchical Bidirectional Transformers for Document Summarization,10.18653/v1/P19-1499,131
Cross-lingual Knowledge Graph Alignment via Graph Matching Neural Network,10.18653/v1/P19-1304,118
Multi-Modal Sarcasm Detection in Twitter with Hierarchical Fusion Model,10.18653/v1/P19-1239,115
Multi-News: A Large-Scale Multi-Document Summarization Dataset and Abstractive Hierarchical Model,10.18653/v1/P19-1102,110
Neural Architectures for Nested NER through Linearization,10.18653/v1/P19-1527,109
Emotion-Cause Pair Extraction: A New Task to Emotion Analysis in Texts,10.18653/v1/P19-1096,107
Hierarchical Transformers for Multi-Document Summarization,10.18653/v1/P19-1500,107
Mitigating Gender Bias in Natural Language Processing: Literature Review,10.18653/v1/P19-1159,103
Simple and Effective Text Matching with Richer Alignment Features,10.18653/v1/P19-1465,100
Towards Complex Text-to-SQL in Cross-Domain Database with Intermediate Representation,10.18653/v1/P19-1444,100
A Corpus for Reasoning about Natural Language Grounded in Photographs,10.18653/v1/P19-1644,97
An Interactive Multi-Task Learning Network for End-to-End Aspect-Based Sentiment Analysis,10.18653/v1/P19-1048,96
Inter-sentence Relation Extraction with Document-level Graph Convolutional Neural Network,10.18653/v1/P19-1423,94
Transfer Capsule Network for Aspect Level Sentiment Classification,10.18653/v1/P19-1052,93
Probing Neural Network Comprehension of Natural Language Arguments,10.18653/v1/P19-1459,91
Multi-label Hate Speech and Abusive Language Detection in Indonesian Twitter,10.18653/v1/W19-3506,90
To Tune or Not to Tune? Adapting Pretrained Representations to Diverse Tasks,10.18653/v1/W19-4302,88
"Rumor Detection by Exploiting User Credibility Information, Attention and Multi-task Learning",10.18653/v1/P19-1113,86
Combating Adversarial Misspellings with Robust Word Recognition,10.18653/v1/P19-1561,86
Joint Slot Filling and Intent Detection via Capsule Neural Networks,10.18653/v1/P19-1519,84
Towards Scalable and Reliable Capsule Networks for Challenging NLP Applications,10.18653/v1/P19-1150,84
Transferable Multi-Domain State Generator for Task-Oriented Dialogue Systems,10.18653/v1/P19-1078,83
Neural Legal Judgment Prediction in English,10.18653/v1/P19-1424,82
Open-Domain Targeted Sentiment Analysis via Span-Based Extraction and Classification,10.18653/v1/P19-1051,81
Measuring Bias in Contextualized Word Representations,10.18653/v1/W19-3823,77
Findings of the 2019 Conference on Machine Translation (WMT19),10.18653/v1/W19-5301,75
OpenDialKG: Explainable Conversational Reasoning with Attention-based Walks over Knowledge Graphs,10.18653/v1/P19-1081,74
L-HSAB: A Levantine Twitter Dataset for Hate Speech and Abusive Language,10.18653/v1/W19-3512,73
HellaSwag: Can a Machine Really Finish Your Sentence?,10.18653/v1/P19-1472,72
Large-Scale Multi-Label Text Classification on EU Legislation,10.18653/v1/P19-1636,72
Sentence Centrality Revisited for Unsupervised Summarization,10.18653/v1/P19-1628,71
Analyzing the Structure of Attention in a Transformer Language Model,10.18653/v1/W19-4808,70
Adaptive Attention Span in Transformers,10.18653/v1/P19-1032,68
Towards Multimodal Sarcasm Detection (An _Obviously_ Perfect Paper),10.18653/v1/P19-1455,67
GLTR: Statistical Detection and Visualization of Generated Text,10.18653/v1/P19-3019,67
Cognitive Graph for Multi-Hop Reading Comprehension at Scale,10.18653/v1/P19-1259,66
Persuasion for Good: Towards a Personalized Persuasive Dialogue System for Social Good,10.18653/v1/P19-1566,66
Graph Neural Networks with Generated Parameters for Relation Extraction,10.18653/v1/P19-1128,66
A Neural Multi-digraph Model for Chinese NER with Gazetteers,10.18653/v1/P19-1141,65
Robust Neural Machine Translation with Doubly Adversarial Inputs,10.18653/v1/P19-1425,64
Tree LSTMs with Convolution Units to Predict Stance and Rumor Veracity in Social Media Conversations,10.18653/v1/P19-1498,64
Bridging the Gap between Training and Inference for Neural Machine Translation,10.18653/v1/P19-1426,63
Zero-Shot Entity Linking by Reading Entity Descriptions,10.18653/v1/P19-1335,63
Generating Responses with a Specific Emotion in Dialog,10.18653/v1/P19-1359,63
Disentangled Representation Learning for Non-Parallel Text Style Transfer,10.18653/v1/P19-1041,63
Exploring Sequence-to-Sequence Learning in Aspect Term Extraction,10.18653/v1/P19-1344,61
"Divide, Conquer and Combine: Hierarchical Feature Fusion Network with Local and Global Perspectives for Multimodal Affective Computing",10.18653/v1/P19-1046,61
ELI5: Long Form Question Answering,10.18653/v1/P19-1346,60
Is Word Segmentation Necessary for Deep Learning of Chinese Representations?,10.18653/v1/P19-1314,59
Low-resource Deep Entity Resolution with Transfer and Active Learning,10.18653/v1/P19-1586,57
The BEA-2019 Shared Task on Grammatical Error Correction,10.18653/v1/W19-4406,56
Multi-Level Matching and Aggregation Network for Few-Shot Relation Classification,10.18653/v1/P19-1277,56
A2N: Attending to Neighbors for Knowledge Graph Inference,10.18653/v1/P19-1431,55
"Show, Describe and Conclude: On Exploiting the Structure Information of Chest X-ray Reports",10.18653/v1/P19-1657,55
Neural Aspect and Opinion Term Extraction with Mined Rules as Weak Supervision,10.18653/v1/P19-1520,55
Enhancing Pre-Trained Language Representations with Rich Knowledge for Machine Reading Comprehension,10.18653/v1/P19-1226,55
Explain Yourself! Leveraging Language Models for Commonsense Reasoning,10.18653/v1/P19-1487,55
Hierarchical Multi-label Classification of Text with Capsule Networks,10.18653/v1/P19-2045,54
Towards Explainable NLP: A Generative Explanation Framework for Text Classification,10.18653/v1/P19-1560,54
Representing Schema Structure with Graph Neural Networks for Text-to-SQL Parsing,10.18653/v1/P19-1448,54
Cross-Domain NER using Cross-Domain Language Modeling,10.18653/v1/P19-1236,53
Domain Adaptive Dialog Generation via Meta Learning,10.18653/v1/P19-1253,53
"Learning from Dialogue after Deployment: Feed Yourself, Chatbot!",10.18653/v1/P19-1358,53
Style Transformer: Unpaired Text Style Transfer without Disentangled Latent Representation,10.18653/v1/P19-1601,53
Improving Question Answering over Incomplete KBs with Knowledge-Aware Reader,10.18653/v1/P19-1417,53
Weakly-Supervised Spatio-Temporally Grounding Natural Sentence in Video,10.18653/v1/P19-1183,53
Classification and Clustering of Arguments with Contextualized Word Embeddings,10.18653/v1/P19-1054,52
Sparse Sequence-to-Sequence Models,10.18653/v1/P19-1146,52
ReCoSa: Detecting the Relevant Contexts with Self-Attention for Multi-turn Dialogue Generation,10.18653/v1/P19-1362,52
Fine-Grained Spoiler Detection from Large-Scale Review Corpora,10.18653/v1/P19-1248,52
BAM! Born-Again Multi-Task Networks for Natural Language Understanding,10.18653/v1/P19-1595,52
Searching for Effective Neural Extractive Summarization: What Works and What’s Next,10.18653/v1/P19-1100,51
CONAN - COunter NArratives through Nichesourcing: a Multilingual Dataset of Responses to Fight Online Hate Speech,10.18653/v1/P19-1271,51
Personalizing Dialogue Agents via Meta-Learning,10.18653/v1/P19-1542,50
Span-Level Model for Relation Extraction,10.18653/v1/P19-1525,49
Sentiment Classification Using Document Embeddings Trained with Cosine Similarity,10.18653/v1/P19-2057,49
DOER: Dual Cross-Shared RNN for Aspect Term-Polarity Co-Extraction,10.18653/v1/P19-1056,49
Proactive Human-Machine Conversation with Explicit Conversation Goal,10.18653/v1/P19-1369,48
Multi-step Reasoning via Recurrent Dual Attention for Visual Dialog,10.18653/v1/P19-1648,48
Progressive Self-Supervised Attention Learning for Aspect-Level Sentiment Analysis,10.18653/v1/P19-1053,48
Evaluating Gender Bias in Machine Translation,10.18653/v1/P19-1164,48
Evaluating the Underlying Gender Bias in Contextualized Word Embeddings,10.18653/v1/W19-3805,48
Multi-hop Reading Comprehension across Multiple Documents by Reasoning over Heterogeneous Graphs,10.18653/v1/P19-1260,47
GEAR: Graph-based Evidence Aggregating and Reasoning for Fact Verification,10.18653/v1/P19-1085,47
Challenges and frontiers in abusive content detection,10.18653/v1/W19-3509,47
Stay on the Path: Instruction Fidelity in Vision-and-Language Navigation,10.18653/v1/P19-1181,46
Topic Modeling with Wasserstein Autoencoders,10.18653/v1/P19-1640,46
Multi-hop Reading Comprehension through Question Decomposition and Rescoring,10.18653/v1/P19-1613,46
Facebook FAIR’s WMT19 News Translation Task Submission,10.18653/v1/W19-5333,46
Two-stage Federated Phenotyping and Patient Representation Learning,10.18653/v1/W19-5030,46
Deep Unknown Intent Detection with Margin Loss,10.18653/v1/P19-1548,46
Revisiting Low-Resource Neural Machine Translation: A Case Study,10.18653/v1/P19-1021,45
Ranking Generated Summaries by Correctness: An Interesting but Challenging Application for Natural Language Inference,10.18653/v1/P19-1213,45
Dynamically Fused Graph Network for Multi-hop Reasoning,10.18653/v1/P19-1617,45
SUMBT: Slot-Utterance Matching for Universal and Scalable Belief Tracking,10.18653/v1/P19-1546,45
Counterfactual Data Augmentation for Mitigating Gender Stereotypes in Languages with Rich Morphology,10.18653/v1/P19-1161,44
Chinese Relation Extraction with Multi-Grained Information and External Linguistic Knowledge,10.18653/v1/P19-1430,44
Deep Generalized Canonical Correlation Analysis,10.18653/v1/W19-4301,43
A Self-Training Approach for Short Text Clustering,10.18653/v1/W19-4322,43
Fine-tuning Pre-Trained Transformer Language Models to Distantly Supervised Relation Extraction,10.18653/v1/P19-1134,43
Neural Arabic Question Answering,10.18653/v1/W19-4612,43
One Time of Interaction May Not Be Enough: Go Deep with an Interaction-over-Interaction Network for Response Selection in Dialogues,10.18653/v1/P19-1001,43
Exploring Deep Multimodal Fusion of Text and Photo for Hate Speech Classification,10.18653/v1/W19-3502,43
Tuning Multilingual Transformers for Language-Specific Named Entity Recognition,10.18653/v1/W19-3712,42
Sequence-to-Nuggets: Nested Entity Mention Detection via Anchor-Region Networks,10.18653/v1/P19-1511,42
Dialogue Natural Language Inference,10.18653/v1/P19-1363,42
Encoding Social Information with Graph Convolutional Networks forPolitical Perspective Detection in News Media,10.18653/v1/P19-1247,42
Open Sesame: Getting inside BERT’s Linguistic Knowledge,10.18653/v1/W19-4825,42
Merge and Label: A Novel Neural Network Architecture for Nested NER,10.18653/v1/P19-1585,41
Dual Adversarial Neural Transfer for Low-Resource Named Entity Recognition,10.18653/v1/P19-1336,41
Hierarchical Transfer Learning for Multi-label Text Classification,10.18653/v1/P19-1633,41
A Hierarchically-Labeled Portuguese Hate Speech Dataset,10.18653/v1/W19-3510,41
BIGPATENT: A Large-Scale Dataset for Abstractive and Coherent Summarization,10.18653/v1/P19-1212,41
SParC: Cross-Domain Semantic Parsing in Context,10.18653/v1/P19-1443,41
Joint Type Inference on Entities and Relations via Graph Convolutional Networks,10.18653/v1/P19-1131,40
"Errudite: Scalable, Reproducible, and Testable Error Analysis",10.18653/v1/P19-1073,40
Multimodal Transformer Networks for End-to-End Video-Grounded Dialogue Systems,10.18653/v1/P19-1564,40
Neural Grammatical Error Correction Systems with Unsupervised Pre-training on Synthetic Data,10.18653/v1/W19-4427,40
Sentence Mover’s Similarity: Automatic Evaluation for Multi-Sentence Texts,10.18653/v1/P19-1264,40
Enhancing Topic-to-Essay Generation with External Commonsense Knowledge,10.18653/v1/P19-1193,39
Distantly Supervised Named Entity Recognition using Positive-Unlabeled Learning,10.18653/v1/P19-1231,38
Extracting Multiple-Relations in One-Pass with Pre-Trained Transformers,10.18653/v1/P19-1132,38
Overview of the Fourth Social Media Mining for Health (SMM4H) Shared Tasks at ACL 2019,10.18653/v1/W19-3203,38
Mazajak: An Online Arabic Sentiment Analyser,10.18653/v1/W19-4621,38
Multilingual Constituency Parsing with Self-Attention and Pre-Training,10.18653/v1/P19-1340,38
Real-Time Open-Domain Question Answering with Dense-Sparse Phrase Index,10.18653/v1/P19-1436,37
Tagged Back-Translation,10.18653/v1/W19-5206,37
Attention and Lexicon Regularized LSTM for Aspect-based Sentiment Analysis,10.18653/v1/P19-2035,37
Generating Fluent Adversarial Examples for Natural Languages,10.18653/v1/P19-1559,37
Topic-Aware Neural Keyphrase Generation for Social Media Language,10.18653/v1/P19-1240,37
Multi-grained Named Entity Recognition,10.18653/v1/P19-1138,37
Towards Improving Neural Named Entity Recognition with Gazetteers,10.18653/v1/P19-1524,37
Incremental Transformer with Deliberation Decoder for Document Grounded Conversations,10.18653/v1/P19-1002,36
End-to-End Sequential Metaphor Identification Inspired by Linguistic Theories,10.18653/v1/P19-1378,36
Multi-Hop Paragraph Retrieval for Open-Domain Question Answering,10.18653/v1/P19-1222,36
Learning Representations from Imperfect Time Series Data via Tensor Rank Regularization,10.18653/v1/P19-1152,36
Interpretable Neural Predictions with Differentiable Binary Variables,10.18653/v1/P19-1284,36
Strategies for Structuring Story Generation,10.18653/v1/P19-1254,35
"When a Good Translation is Wrong in Context: Context-Aware Machine Translation Improves on Deixis, Ellipsis, and Lexical Cohesion",10.18653/v1/P19-1116,35
Semantically Conditioned Dialog Response Generation via Hierarchical Disentangled Self-Attention,10.18653/v1/P19-1360,35
Effective Dimensionality Reduction for Word Embeddings,10.18653/v1/W19-4328,34
Synthetic QA Corpora Generation with Roundtrip Consistency,10.18653/v1/P19-1620,34
Confusionset-guided Pointer Networks for Chinese Spelling Check,10.18653/v1/P19-1578,34
Improving the Robustness of Question Answering Systems to Question Paraphrasing,10.18653/v1/P19-1610,34
GCDT: A Global Context Enhanced Deep Transition Architecture for Sequence Labeling,10.18653/v1/P19-1233,33
Barack’s Wife Hillary: Using Knowledge Graphs for Fact-Aware Language Modeling,10.18653/v1/P19-1598,33
A Deep Reinforced Sequence-to-Set Model for Multi-Label Classification,10.18653/v1/P19-1518,33
Multimodal Abstractive Summarization for How2 Videos,10.18653/v1/P19-1659,33
Sentence-Level Evidence Embedding for Claim Verification with Hierarchical Attention Networks,10.18653/v1/P19-1244,32
Improving Multi-turn Dialogue Modelling with Utterance ReWriter,10.18653/v1/P19-1003,32
Detecting Aggression and Toxicity using a Multi Dimension Capsule Network,10.18653/v1/W19-3517,32
EditNTS: An Neural Programmer-Interpreter Model for Sentence Simplification through Explicit Editing,10.18653/v1/P19-1331,32
Large-Scale Transfer Learning for Natural Language Generation,10.18653/v1/P19-1608,32
"Overview of the MEDIQA 2019 Shared Task on Textual Inference, Question Entailment and Question Answering",10.18653/v1/W19-5039,32
Data-to-text Generation with Entity Modeling,10.18653/v1/P19-1195,32
Relation Embedding with Dihedral Group in Knowledge Graph,10.18653/v1/P19-1026,32
Simple and Effective Curriculum Pointer-Generator Networks for Reading Comprehension over Long Narratives,10.18653/v1/P19-1486,31
Answering while Summarizing: Multi-task Learning for Multi-hop QA with Evidence Extraction,10.18653/v1/P19-1225,31
Target-Guided Open-Domain Conversation,10.18653/v1/P19-1565,31
Cross-domain and Cross-lingual Abusive Language Detection: A Hybrid Approach with Deep Learning and a Multilingual Lexicon,10.18653/v1/P19-2051,31
Self-Supervised Learning for Contextualized Extractive Summarization,10.18653/v1/P19-1214,31
Incorporating Syntactic and Semantic Information in Word Embeddings using Graph Convolutional Networks,10.18653/v1/P19-1320,30
The Materials Science Procedural Text Corpus: Annotating Materials Synthesis Procedures with Shallow Semantic Structures,10.18653/v1/W19-4007,30
Automated Essay Scoring with Discourse-Aware Neural Models,10.18653/v1/W19-4450,30
Lightweight and Efficient Neural Natural Language Processing with Quaternion Networks,10.18653/v1/P19-1145,30
Neural News Recommendation with Topic-Aware News Representation,10.18653/v1/P19-1110,30
Head-Driven Phrase Structure Grammar Parsing on Penn Treebank,10.18653/v1/P19-1230,30
Coreference Resolution with Entity Equalization,10.18653/v1/P19-1066,29
Soft Contextual Data Augmentation for Neural Machine Translation,10.18653/v1/P19-1555,29
hULMonA: The Universal Language Model in Arabic,10.18653/v1/W19-4608,29
Neural Relation Extraction for Knowledge Base Enrichment,10.18653/v1/P19-1023,29
Modeling Intra-Relation in Math Word Problems with Different Functional Multi-Head Attentions,10.18653/v1/P19-1619,29
Multi-style Generative Reading Comprehension,10.18653/v1/P19-1220,29
Scoring Sentence Singletons and Pairs for Abstractive Summarization,10.18653/v1/P19-1209,29
DeepSentiPeer: Harnessing Sentiment in Review Texts to Recommend Peer Review Decisions,10.18653/v1/P19-1106,29
Self-Supervised Dialogue Learning,10.18653/v1/P19-1375,29
Distilling Translations with Visual Awareness,10.18653/v1/P19-1653,29
Latent Variable Model for Multi-modal Translation,10.18653/v1/P19-1642,29
Neural Keyphrase Generation via Reinforcement Learning with Adaptive Rewards,10.18653/v1/P19-1208,29
Conversing by Reading: Contentful Neural Conversation with On-demand Machine Reading,10.18653/v1/P19-1539,28
STACL: Simultaneous Translation with Implicit Anticipation and Controllable Latency using Prefix-to-Prefix Framework,10.18653/v1/P19-1289,28
Gender-preserving Debiasing for Pre-trained Word Embeddings,10.18653/v1/P19-1160,28
Dense Procedure Captioning in Narrated Instructional Videos,10.18653/v1/P19-1641,28
Variational Pretraining for Semi-supervised Text Classification,10.18653/v1/P19-1590,28
Unsupervised Question Answering by Cloze Translation,10.18653/v1/P19-1484,28
OSIAN: Open Source International Arabic News Corpus - Preparation and Integration into the CLARIN-infrastructure,10.18653/v1/W19-4619,28
MultiQA: An Empirical Investigation of Generalization and Transfer in Reading Comprehension,10.18653/v1/P19-1485,27
Towards Unsupervised Text Classification Leveraging Experts and Word Embeddings,10.18653/v1/P19-1036,27
Matching Article Pairs with Graphical Decomposition and Convolutions,10.18653/v1/P19-1632,27
A Large-Scale Corpus for Conversation Disentanglement,10.18653/v1/P19-1374,27
Towards Near-imperceptible Steganographic Text,10.18653/v1/P19-1422,27
A Just and Comprehensive Strategy for Using NLP to Address Online Abuse,10.18653/v1/P19-1357,26
Joint Learning of Named Entity Recognition and Entity Linking,10.18653/v1/P19-2026,26
A Novel Bi-directional Interrelated Model for Joint Intent Detection and Slot Filling,10.18653/v1/P19-1544,26
Zero-shot Word Sense Disambiguation using Sense Definition Embeddings,10.18653/v1/P19-1568,26
"How to (Properly) Evaluate Cross-Lingual Word Embeddings: On Strong Baselines, Comparative Analyses, and Some Misconceptions",10.18653/v1/P19-1070,26
Open Domain Event Extraction Using Neural Latent Variable Models,10.18653/v1/P19-1276,26
Choosing Transfer Languages for Cross-Lingual Learning,10.18653/v1/P19-1301,26
Evaluating Recurrent Neural Network Explanations,10.18653/v1/W19-4813,26
Augmenting Neural Networks with First-order Logic,10.18653/v1/P19-1028,25
DisSent: Learning Sentence Representations from Explicit Discourse Relations,10.18653/v1/P19-1442,25
Generalized Data Augmentation for Low-Resource Translation,10.18653/v1/P19-1579,25
Incorporating Priors with Feature Attribution on Text Classification,10.18653/v1/P19-1631,25
BiSET: Bi-directional Selective Encoding with Template for Abstractive Summarization,10.18653/v1/P19-1207,25
An Effective Approach to Unsupervised Machine Translation,10.18653/v1/P19-1019,25
AMR Parsing as Sequence-to-Graph Transduction,10.18653/v1/P19-1009,25
Unsupervised Neural Text Simplification,10.18653/v1/P19-1198,25
Learning Cross-Lingual Sentence Representations via a Multi-task Dual-Encoder Model,10.18653/v1/W19-4330,25
Are You Looking? Grounding to Multiple Modalities in Vision-and-Language Navigation,10.18653/v1/P19-1655,25
Robust Zero-Shot Cross-Domain Slot Filling with Example Values,10.18653/v1/P19-1547,25
XQA: A Cross-lingual Open-domain Question Answering Dataset,10.18653/v1/P19-1227,25
On the Robustness of Self-Attentive Models,10.18653/v1/P19-1147,25
Language Modelling Makes Sense: Propagating Representations through WordNet for Full-Coverage Word Sense Disambiguation,10.18653/v1/P19-1569,25
Do Neural Dialog Systems Use the Conversation History Effectively? An Empirical Study,10.18653/v1/P19-1004,24
TARGER: Neural Argument Mining at Your Fingertips,10.18653/v1/P19-3031,24
#YouToo? Detection of Personal Recollections of Sexual Harassment on Social Media,10.18653/v1/P19-1241,24
Bilingual Lexicon Induction with Semi-supervision in Non-Isometric Embedding Spaces,10.18653/v1/P19-1018,24
Reducing Word Omission Errors in Neural Machine Translation: A Contrastive Learning Approach,10.18653/v1/P19-1623,24
A Simple Theoretical Model of Importance for Summarization,10.18653/v1/P19-1101,24
Keep Meeting Summaries on Topic: Abstractive Multi-Modal Meeting Summarization,10.18653/v1/P19-1210,23
De-Mixing Sentiment from Code-Mixed Text,10.18653/v1/P19-2052,23
Ordinal and Attribute Aware Response Generation in a Multimodal Dialogue System,10.18653/v1/P19-1540,23
Self-Attention Architectures for Answer-Agnostic Neural Question Generation,10.18653/v1/P19-1604,23
Improving Abstractive Document Summarization with Salient Information Modeling,10.18653/v1/P19-1205,23
BERT-based Lexical Substitution,10.18653/v1/P19-1328,23
Graph-based Dependency Parsing with Graph Neural Networks,10.18653/v1/P19-1237,23
Context-aware Embedding for Targeted Aspect-based Sentiment Analysis,10.18653/v1/P19-1462,23
"Retrieve, Read, Rerank: Towards End-to-End Multi-Document Reading Comprehension",10.18653/v1/P19-1221,23
Monotonic Infinite Lookback Attention for Simultaneous Machine Translation,10.18653/v1/P19-1126,23
"What does Neural Bring? Analysing Improvements in Morphosyntactic Annotation and Lemmatisation of Slovenian, Croatian and Serbian",10.18653/v1/W19-3704,23
What You Say and How You Say It Matters: Predicting Stock Volatility Using Verbal and Vocal Cues,10.18653/v1/P19-1038,23
A Neural Grammatical Error Correction System Built On Better Pre-training and Sequential Transfer Learning,10.18653/v1/W19-4423,23
A System to Monitor Cyberbullying based on Message Classification and Social Network Analysis,10.18653/v1/W19-3511,23
The many dimensions of algorithmic fairness in educational applications,10.18653/v1/W19-4401,22
Multi-Source Cross-Lingual Model Transfer: Learning What to Share,10.18653/v1/P19-1299,22
Are Red Roses Red? Evaluating Consistency of Question-Answering Models,10.18653/v1/P19-1621,22
Generating Question Relevant Captions to Aid Visual Question Answering,10.18653/v1/P19-1348,22
Deep Dominance - How to Properly Compare Deep Neural Models,10.18653/v1/P19-1266,22
Few-Shot Representation Learning for Out-Of-Vocabulary Words,10.18653/v1/P19-1402,22
Controllable Paraphrase Generation with a Syntactic Exemplar,10.18653/v1/P19-1599,22
Results of the WMT19 Metrics Shared Task: Segment-Level and Strong MT Systems Pose Big Challenges,10.18653/v1/W19-5302,21
"Identification of Tasks, Datasets, Evaluation Metrics, and Numeric Scores for Scientific Leaderboards Construction",10.18653/v1/P19-1513,21
Understanding Undesirable Word Embedding Associations,10.18653/v1/P19-1166,21
Faithful Multimodal Explanation for Visual Question Answering,10.18653/v1/W19-4812,21
Training Neural Response Selection for Task-Oriented Dialogue Systems,10.18653/v1/P19-1536,21
Incorporating Source Syntax into Transformer-Based Neural Machine Translation,10.18653/v1/W19-5203,21
ARNOR: Attention Regularization based Noise Reduction for Distant Supervision Relation Classification,10.18653/v1/P19-1135,21
"Self-Attentive, Multi-Context One-Class Classification for Unsupervised Anomaly Detection on Text",10.18653/v1/P19-1398,21
Continual and Multi-Task Architecture Search,10.18653/v1/P19-1185,21
Abstractive Text Summarization Based on Deep Learning and Semantic Content Generalization,10.18653/v1/P19-1501,21
Beyond BLEU: Training Neural Machine Translation with Semantic Similarity,10.18653/v1/P19-1427,21
Towards Fine-grained Text Sentiment Transfer,10.18653/v1/P19-1194,21
We Need to Talk about Standard Splits,10.18653/v1/P19-1267,20
Distilling Discrimination and Generalization Knowledge for Event Detection via Delta-Representation Learning,10.18653/v1/P19-1429,20
Generating Sentences from Disentangled Syntactic and Semantic Spaces,10.18653/v1/P19-1602,20
Learning to Control the Fine-grained Sentiment for Story Ending Generation,10.18653/v1/P19-1603,20
Fact or Factitious? Contextualized Opinion Spam Detection,10.18653/v1/P19-2048,20
Improving Chemical Named Entity Recognition in Patents with Contextualized Word Embeddings,10.18653/v1/W19-5035,20
"Bayes Test of Precision, Recall, and F1 Measure for Comparison of Two Natural Language Processing Models",10.18653/v1/P19-1405,20
Model-Agnostic Meta-Learning for Relation Classification with Limited Supervision,10.18653/v1/P19-1589,20
Every Child Should Have Parents: A Taxonomy Refinement Algorithm Based on Hyperbolic Term Embeddings,10.18653/v1/P19-1474,20
Extracting Symptoms and their Status from Clinical Conversations,10.18653/v1/P19-1087,20
Margin-based Parallel Corpus Mining with Multilingual Sentence Embeddings,10.18653/v1/P19-1309,20
Microsoft Translator at WMT 2019: Towards Large-Scale Document-Level Neural Machine Translation,10.18653/v1/W19-5321,20
Scheduled Sampling for Transformers,10.18653/v1/P19-2049,19
Towards Understanding Linear Word Analogies,10.18653/v1/P19-1315,19
JW300: A Wide-Coverage Parallel Corpus for Low-Resource Languages,10.18653/v1/P19-1310,19
Boosting Entity Linking Performance by Leveraging Unlabeled Documents,10.18653/v1/P19-1187,19
TWEETQA: A Social Media Focused Question Answering Dataset,10.18653/v1/P19-1496,19
Syntax-Infused Variational Autoencoder for Text Generation,10.18653/v1/P19-1199,19
Effective Cross-lingual Transfer of Neural Machine Translation Models without Shared Vocabularies,10.18653/v1/P19-1120,19
Deep Neural Models for Medical Concept Normalization in User-Generated Texts,10.18653/v1/P19-2055,19
Complex Question Decomposition for Semantic Parsing,10.18653/v1/P19-1440,19
Scaling up Open Tagging from Tens to Thousands: Comprehension Empowered Attribute Value Extraction from Product Title,10.18653/v1/P19-1514,19
CoDraw: Collaborative Drawing as a Testbed for Grounded Goal-driven Communication,10.18653/v1/P19-1651,19
Tree Communication Models for Sentiment Analysis,10.18653/v1/P19-1342,19
OpenKiwi: An Open Source Framework for Quality Estimation,10.18653/v1/P19-3020,19
